route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7,A20111204WKD,A20111204WKD_037400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_034350_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_038200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_034950_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_038900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_035550_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_039400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_036050_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_039800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_036550_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_040100_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_036950_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_040400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_037350_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_040800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_038100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_041100_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_037750_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_041300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_038500_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_041500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_038800_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_041750_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_038400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_042000_7..N15R,METS - WILLETS POINT,0,,7..N15R
7X,A20111204WKD,A20111204WKD_039100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_042300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_039300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_042550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_039700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_042800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_039300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_043050_7..N15R,METS - WILLETS POINT,0,,7..N15R
7X,A20111204WKD,A20111204WKD_040100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_043300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_040300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_043550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_040700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_043800_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_040300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_044050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_041100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_044300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_041300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_044550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_041700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_044800_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_041300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_045050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_042100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_045250_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_042300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_045450_7..N15R,METS - WILLETS POINT,0,,7..N15R
7X,A20111204WKD,A20111204WKD_042700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_045750_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_042300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_046050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_043100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_046300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_043300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_046550_7..N15R,METS - WILLETS POINT,0,,7..N15R
7X,A20111204WKD,A20111204WKD_043700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_046800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_043300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_047050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_044100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_047300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_044300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_047550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_044700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_047800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_044300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_048050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_044900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_048300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_045300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20111204WKD,A20111204WKD_048550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_045550_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_048800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_045200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_049050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_046200_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_049300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_046050_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_049500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_046600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_049700_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_046000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_049900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_047000_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_050100_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_046700_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_050300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_047400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_050500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_046800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_050700_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20111204WKD,A20111204WKD_047800_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_050900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_047500_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_051150_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_048200_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_051350_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_047600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_051550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_048600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_051800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_048300_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_052000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_048900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_052300_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_048400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_052550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_049400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_052800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_049400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_053050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_049900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_053300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_049600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_053550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_050400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_053800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_050400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_054050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_050900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_054300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_050650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_054550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_051400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_054800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_051400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_055050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_051950_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_055350_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20111204WKD,A20111204WKD_051650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_055550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_052500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_055750_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_052450_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_056000_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20111204WKD,A20111204WKD_053050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_056300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_052700_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_056500_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20111204WKD,A20111204WKD_053600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_056900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_053600_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20111204WKD,A20111204WKD_057150_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_054050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_057400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_053800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_057700_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_054750_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_058000_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_054500_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_058300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_055500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_058600_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_055100_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_059000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_056100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_059300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_055750_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_059600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_056700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_059900_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_056350_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_060200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_057350_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_060600_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20111204WKD,A20111204WKD_057000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_061000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_058050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_061450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_057650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_061950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_058600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_062450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_058400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_062950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20111204WKD,A20111204WKD_059500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20111204WKD,A20111204WKD_063450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_059300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_063950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_059800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_064450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_060300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_064950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_060800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_065450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_061300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_065950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_061800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_066450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_062300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_066950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_062800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_067450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_063300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_068000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_063800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_068600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_064400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_069200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_065000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_069800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_065600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_070400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_066200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_071000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_066800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_071600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_067400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_072200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_068000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_072800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_068600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_073400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_069200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_074000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_069800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_074600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_070400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_075200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_071000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_075800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_071600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_076400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_072200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_077000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_072800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_077600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_073400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_078200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_074000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_078800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_074600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_079400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_075200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_080000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_075800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_080600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_076400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_081200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_077000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_081800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_077600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_082400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_078200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_083000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_078800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_083600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_079400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_084200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_080000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_084800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_080600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_085400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_081200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_085950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_081800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_086450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_082300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_086950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_082800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_087450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_083300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_087950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_083800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_088450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_084300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_088950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_084800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20111204WKD,A20111204WKD_089450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20111204WKD,A20111204WKD_085300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20111204WKD,A20111204WKD_089950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20111204WKD,A20111204WKD_085800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20111204WKD,A20111204WKD_090450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
