Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IND,63rd Street,Lexington Av/63 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,63rd St,SW,40764721,-73966552
IND,63rd Street,Roosevelt Island,F,,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,West Rd,Unnamed St,SE,40759016,-73953505
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,16th St,NE,40738678,-73995632
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,16th St,SE,40738529,-73995685
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,16th St,NW,40738838,-73996023
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,16th St,SW,40738718,-73996121
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,14th St,NE,40737286,-73996437
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Ave,14th St,NE,40737316,-73996508
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Ave,14th St,NW,40737519,-73996970
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Ave,14th St,SW,40737370,-73997079
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Ave,14th St,NW,40737572,-73997111
IND,6th Avenue,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Ave,14th St,SW,40737423,-73997220
IND,6th Avenue,2 Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,1st Ave,Houston St,NW,40723200,-73988863
IND,6th Avenue,2 Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,2nd Ave,Houston St,NW,40723950,-73991298
IND,6th Avenue,2 Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Allen St,Houston St,SW,40722807,-73988942
IND,6th Avenue,2 Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Chrystie St,Houston St,SW,40723665,-73991651
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,6th Ave,23rd St,NE,40742825,-73992383
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,6th Ave,23rd St,SE,40742659,-73992489
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,6th Ave,23rd St,NE,40742880,-73992506
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,6th Ave,23rd St,SE,40742715,-73992617
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,6th Ave,23rd St,NW,40743066,-73992971
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,6th Ave,23rd St,SW,40742922,-73993066
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,6th Ave,23rd St,NW,40743121,-73993099
IND,6th Avenue,23 St,F,M,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,6th Ave,23rd St,SW,40742977,-73993188
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Easement,YES,,PART,6th Av,33rd St,SW,40748950,-73988623
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Easement,YES,,PART,6th Av,32nd St,NW,40748746,-73988774
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Ave,35th St,NE,40750404,-73986989
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Ave,35th St,SE,40750271,-73987066
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Ave,35th St,NW,40750647,-73987346
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,NONE,Broadway,35th St,SW,40750674,-73988031
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,NONE,Broadway,35th St,NW,40750880,-73988096
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,FULL,Broadway,34th St,NW,40750088,-73988142
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Stair,YES,,FULL,Broadway,34th St,SW,40749845,-73988254
IND,6th Avenue,34 St-Herald Sq,B,D,F,M,N,Q,R,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Broadway,34 St,SW,40749615,-73988159
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,42nd St,NE,40754832,-73983657
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Av,42nd St,SE,40754609,-73983894
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,42nd St,NW,40755333,-73983934
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,42nd St,NW,40755008,-73984249
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Easement,YES,,FULL,6th Av,42nd St,SW,40754849,-73984627
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,40th St,NE,40753546,-73984779
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,40th St,SE,40753408,-73984892
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Easement,YES,,NONE,6th Av,40th St,NW,40753709,-73985084
IND,6th Avenue,42 St-Bryant Pk,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,40th St,SW,40753473,-73985259
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,50th St,NE,40759953,-73980117
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,51st St,SW,40760502,-73980218
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,50th St,NW,40760125,-73980499
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,49th St,NE,40759301,-73980594
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,50th St,SW,40759896,-73980706
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,49th St,SE,40758996,-73980788
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,49th St,NW,40759434,-73981001
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,6th Av,49th St,NW,40759414,-73981035
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,48th St,NE,40758615,-73981095
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,48th St,SE,40758486,-73981158
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,6th Av,48-49th Sts,W,40759105,-73981252
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,6th Av,48-49th Sts,W,40758977,-73981352
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,47th St,NE,40757981,-73981540
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,6th Av,48th St,SW,40758623,-73981566
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,47th St,SE,40757862,-73981735
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,47th St,SE,40757801,-73981788
IND,6th Avenue,47-50 Sts-Rockefeller Ctr,B,D,F,M,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,6th Av,47th St,SW,40758024,-73982079
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,57th St,NE,40764564,-73976830
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,57th St,NW,40764652,-73977119
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Av,57th St,SE,40763998,-73977264
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Av,56th St,NE,40763874,-73977358
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Av,57th St,SW,40764227,-73977430
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,56th St,SE,40763392,-73977674
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,6th Av,56th St,NW,40763831,-73977718
IND,6th Avenue,57 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,56th St,SW,40763482,-73977974
IND,6th Avenue,B'way-Lafayette St,B,D,F,M,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Houston St,SE,40725499,-73996387
IND,6th Avenue,B'way-Lafayette St,B,D,F,M,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Houston St,NE,40725202,-73996583
IND,6th Avenue,B'way-Lafayette St,B,D,F,M,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Crosby St,Houston St,NE,40725344,-73995612
IND,6th Avenue,B'way-Lafayette St,B,D,F,M,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Crosby St,Houston St,SE,40725011,-73995745
IND,6th Avenue,B'way-Lafayette St,B,D,F,M,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lafayette St,Houston St,SW,40724987,-73995628
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Escalator,NO,YES,FULL,Essex St,Delancey St,NE,40718841,-73987902
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Essex St,Delancey St,NE,40718778,-73987961
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Essex St,Delancey St,NW,40718781,-73988233
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Escalator,NO,YES,NONE,Essex St,Delancey St,SE,40718141,-73988248
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Essex St,Delancey St,SE,40718207,-73988273
IND,6th Avenue,Delancey St-Essex St,F,J,M,Z,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Essex St,Delancey St,SW,40718372,-73988445
IND,6th Avenue,East Broadway,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Essex St,Canal St,NE,40714404,-73989918
IND,6th Avenue,East Broadway,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Rutgers St,Broadway,SE,40713906,-73990014
IND,6th Avenue,East Broadway,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Rutgers St,Madison Ave,NW,40712727,-73990126
IND,6th Avenue,East Broadway,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Rutgers St,Broadway,NW,40714194,-73990352
IND,6th Avenue,Grand St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Chrystie St,Grand St,NE,40718155,-73993452
IND,6th Avenue,Grand St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Chrystie St,Grand St,NE,40718191,-73993577
IND,6th Avenue,Grand St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Chrystie St,Grand St,NW,40718265,-73993877
IND,6th Avenue,York St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jay St,York St,SW,40701380,-73986655
IND,8th Avenue,103 St,B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Central Park W,103rd St,NW,40796263,-73961610
IND,8th Avenue,116 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Frederick Douglass Blvd,116th St,NE,40804428,-73955024
IND,8th Avenue,116 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Frederick Douglass Blvd,116th St,SE,40804172,-73955131
IND,8th Avenue,116 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Frederick Douglass Blvd,116th St,NW,40804639,-73955559
IND,8th Avenue,116 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Frederick Douglass Blvd,116th St,SW,40804312,-73955643
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Saint Nicholas Av,127th St,SE,40811858,-73951351
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Saint Nicholas Av,127th St,SW,40811990,-73951745
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,125th St,NE,40810879,-73952318
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,125th St,SE,40810526,-73952583
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,125th St,NW,40811007,-73952615
IND,8th Avenue,125 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,125th St,SW,40810636,-73952886
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Edgecombe Av,135th St,NE,40817188,-73947665
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Saint Nicholas Av,137th St,SE,40818354,-73947213
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Saint Nicholas Av,137th St,SW,40818558,-73947543
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Saint Nicholas Av,135th St,SW,40816892,-73947818
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Saint Nicholas Av,135th St,SE,40816867,-73947953
IND,8th Avenue,135 St,B,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Saint Nicholas Av,135th St,SW,40817125,-73948225
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,16th St,NE,40741046,-74001284
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,16th St,SE,40740944,-74001402
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,16th St,NW,40741235,-74001715
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,16th St,NW,40741234,-74001732
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,15th St,NE,40740410,-74001750
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Easement,YES,,FULL,8th Av,16th St,SW,40740938,-74001919
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,15th St,NW,40740598,-74002185
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,14th St,NE,40739776,-74002256
IND,8th Avenue,14 St,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,14th St,NW,40739949,-74002655
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Saint Nicholas Av,147th St,NE,40825581,-73943444
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Saint Nicholas Av,147th St,NW,40825622,-73943796
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,145th St,NE,40824028,-73944409
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,145th St,SE,40823791,-73944726
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,145th St,NW,40824244,-73944931
IND,8th Avenue,145 St,A,B,C,D,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,145th St,SW,40823915,-73945027
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,NE,40830921,-73941100
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,NE,40831031,-73941149
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,NW,40831139,-73941447
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,NW,40831106,-73941550
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,SW,40830744,-73941597
IND,8th Avenue,155 St,C,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Av,155th St,SW,40830854,-73941638
IND,8th Avenue,163 St-Amsterdam Av,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Amsterdam Av,161st St,SE,40835192,-73940146
IND,8th Avenue,163 St-Amsterdam Av,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Saint Nicholas Av,161st St,NE,40835278,-73939625
IND,8th Avenue,163 St-Amsterdam Av,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Saint Nicholas Av,162nd St,SW,40835936,-73940137
IND,8th Avenue,168 St,A,C,1,,,,,,,,,TRUE,1 not ADA,TRUE,Stair,YES,,NONE,Broadway,169th St,NE,40841760,-73939067
IND,8th Avenue,168 St,A,C,1,,,,,,,,,TRUE,1 not ADA,TRUE,Stair,YES,,FULL,Saint Nicholas Av,168th St,SE,40840741,-73939252
IND,8th Avenue,168 St,A,C,1,,,,,,,,,TRUE,1 not ADA,TRUE,Stair,YES,,NONE,Saint Nicholas Av,169th St,NW,40841928,-73939455
IND,8th Avenue,168 St,A,C,1,,,,,,,,,TRUE,1 not ADA,TRUE,Stair,YES,,NONE,Saint Nicholas Av,169th St,NW,40841860,-73939569
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Fort Washington Av,177th St,NE,40847859,-73939303
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Fort Washington Av,177th St,NE,40847946,-73939375
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Fort Washington Av,177th St,NW,40847992,-73939564
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Fort Washington Av,177th St,NW,40847944,-73939679
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Fort Washington Av,177th St,SW,40847809,-73939807
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Fort Washington Av,175th St,SE,40846407,-73939861
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Fort Washington Av,175th St,SW,40846352,-73940287
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Fort Washington Av,185th St,SE,40852759,-73936636
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Fort Washington Av,181st St,SE,40850752,-73938130
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Fort Washington Av,181st St,SE,40850717,-73938214
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Fort Washington Av,181st St,SW,40850778,-73938472
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Fort Washington Av,181st St,SW,40850870,-73938537
IND,8th Avenue,190 St,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Fort Washington Av,192nd St,NW,40858899,-73932702
IND,8th Avenue,190 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Fort Washington Av,Cabrini Blvd,SE,40858958,-73934238
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,25th St,NE,40746483,-73997142
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,25th St,NE,40746535,-73997271
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,25th St,SE,40746427,-73997350
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,25th St,NW,40746732,-73997711
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,25th St,SW,40746603,-73997801
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,8th Av,24th St,SE,40745814,-73997852
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Av,23rd St,NE,40745299,-73998145
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,8th Av,24th St,NW,40746110,-73998145
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Av,23rd St,SE,40745102,-73998365
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,23rd St,NW,40745505,-73998642
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,23rd St,SW,40745278,-73998771
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,8th Av,34th St,SE,40751996,-73993327
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,NE,40752766,-73992596
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,NE,40752796,-73992669
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,SE,40752689,-73992742
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,34th St,NE,40752161,-73993109
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,NW,40753032,-73993188
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,SW,40752877,-73993244
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,35th St,NW,40753053,-73993256
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,34th St,SE,40752020,-73993352
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,NE,40751432,-73993538
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,34th St,NW,40752427,-73993679
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,8th Av,34th St,SW,40752178,-73993701
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,SE,40751291,-73993887
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,NW,40751677,-73994107
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,SW,40751539,-73994181
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,SW,40751561,-73994243
IND,8th Avenue,42 St-Port Authority Bus Terminal,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,8th Av,44th St,SE,40758401,-73988673
IND,8th Avenue,42 St-Port Authority Bus Terminal,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,8th Av,44th St,NW,40758685,-73988990
IND,8th Avenue,42 St-Port Authority Bus Terminal,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,8th Av,44th St,SW,40758567,-73989053
